experiment,model,dataset,task_type,example_id,context_length,length_bucket,gold_answers,prediction,metric,score
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,ee121c54831da8c1ba2c525d6a9d3b57b1c61e19b9d08ce8,8302,8k+,17,29,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,08c1a056f3f9a89b40b851c180e8658a19f1e14b2edd9e95,3916,0-4k,13,1,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,b9a9ae2a9739c3e390f189627b9ed194d05ae952944a891f,8329,8k+,24,29,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,63b669f647fa37cce7ecb2748f3cf4bed91003927830b488,10081,8k+,12,28,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,5fa7279af0b7c141a24d84d9bcc40979e93333831d8af6c4,8089,8k+,15,27,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,56a5a010746a740e2264b161a05a76315881b85aff2313d0,6491,4k-8k,8,17,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,52b607e833dc69f47744b132fde49642fd4cde8b2d1742c7,8945,8k+,11,29,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,26fefe9c83377ca66b0df2de8c7ecc994ccd706f889aff2d,4930,4k-8k,5,19,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,e4b07315b113665eb97e64314d6b8480ee976e6569875d08,6257,4k-8k,12,21,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,c8232ae864b19888b28efa3ef862c56ad8f1ffec470377b7,7154,4k-8k,11,25,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,103f315b90c835eb1f52e5a361379322b1e0f4fb23b7854f,7392,4k-8k,4,18,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,8c4dfac0e855df3a264f1edaad5b76e057e7ec9a788aab37,8352,8k+,11,29,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,53a3c26f4719d91da1e33111082c179b27f4ecaf5860e317,8393,8k+,22,21,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,06252c9a219038a4f56c1a004636e907e962be200baa3bb1,6154,4k-8k,6,24,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,88debd0831e598a71dfbe6f77e851301be10b574b88d9a73,4713,4k-8k,17,23,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,ec5670be0aea90e8e1a05d687158371f45f64a07f6177b69,3667,0-4k,10,13,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,23cca509b2edf677e5722e16d55b20287682bd80ea129f3e,4248,4k-8k,7,13,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,f9fc0cddc210b1dfb44bfd42b9f94e64fec43cce04e69d64,3293,0-4k,6,13,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,aefb4e68aa0930f4080679e986ec40b0c9b6736310c688eb,8657,8k+,3,19,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,842cd3791189fe808db2aa3f171ebe9286567f3dc0a16699,8078,8k+,14,28,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,7c6c68496e0a8cc6d1fef9b164d038bd4f19f26f0e75a43c,3031,0-4k,11,11,accuracy,1.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,f585832d9c78624dd328e1ad307cb6a6a33f3ef90f350c42,6770,4k-8k,3,27,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,c728edcdddef5c2dcb6df4bf4531ddddb351f094ff62b5ec,2138,0-4k,3,3,accuracy,1.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,d52ef6dd3056e2c645a22c266262eeddbed92b310a741bf1,8745,8k+,10,24,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,d50e378285ffe6f2eb6ea81e130fe710246d93408b867267,1627,0-4k,5,10,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,e0345e7ae80ae6adc1d7b44ea92e9a4463ccaafd88a6eec7,4831,4k-8k,3,2,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,023784d1d72cb34fc8f776ac2d46c9e280686e6ac39e3c58,2731,0-4k,2,2,accuracy,1.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,955448cee6b0af873a810966bce07ef9913f833747b8689f,10280,8k+,26,28,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,90a34e79c780c2df4d2dad95609a596c6098240e94842bf6,7562,4k-8k,8,23,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,c2e9d59c15884f71e6381e7baa10c81cc5ded2a47593b5f0,6007,4k-8k,4,28,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,052c1aac57e79fd7527edae9cd17907b8f82cdd93199eebd,9763,8k+,17,29,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,a1e7977a29492b5e0d19bc3bc169fdb536104e36675be0ad,2291,0-4k,9,10,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,80d910c6efd8fef8f501bf61614cdcc5a52f3dee45ecc76d,9759,8k+,7,30,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,adcc795638d85833e743ac9d8b1eb6ee866f03c43a1b5bff,2753,0-4k,5,10,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,b1511093ae8702333e467940c81f289c6b6930b0a53e78df,8402,8k+,17,23,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,b2aa09d297f3e6655a417d39984949891b9f3fd36809debb,4523,4k-8k,5,20,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,3e1812cd381a9bf8ed824129c7f5573a38750f193f53259c,1488,0-4k,3,5,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,87276bfa8b5067110b2772486370a95ffccfef575398dda2,6737,4k-8k,18,20,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,1c1c0e0a10ab3ad3f49b0abe2600d755e9f607dd3d668e5f,5795,4k-8k,13,13,accuracy,1.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,6cd9e99b1214827e24c3b0d2fbacadb7f2d0e47c75783162,8606,8k+,2,28,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,d7e8fa65749e6c6aa48c22af653e256dad3b1383c833c855,8995,8k+,13,26,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,fc52a482d54936907360a856f4c37efc79e6d5aac81bb9da,7285,4k-8k,12,19,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,5699783485e204c5168993c11f0698f1f13936b2418fb3d3,3541,0-4k,7,11,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,88688b1c3d24dbea862ad924f474de6f5893c1c5840ee1d7,7358,4k-8k,20,26,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,65f2a63e597e3c77ae2ec7a4fb27dfe749c2c85b572957ef,3735,0-4k,2,2,accuracy,1.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,f9534665d63e8f039785074cf28456ae23acc875437e70b4,8451,8k+,28,30,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,d44feacbaca3aa4cf1d8efbb430ff97e6745f550bcc7db4b,7217,4k-8k,8,19,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,935778f03f2632c87b080ee9b2f452ea83fbbfb5c77332a2,1851,0-4k,5,10,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,a573ff8333f03b1002689809210d6f929c5b2a7b46e4ffdb,8762,8k+,4,24,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,839205ea78e016cbe768f55c93e913b9739da13111cd5203,9999,8k+,10,25,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,1ba3c7d2289f41ae19e49e96698a80a4bcf5497d520dbc87,6726,4k-8k,14,25,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,916506bee252ce51947e3007c9b4ac7862407ea4428dc065,3359,0-4k,4,11,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,a2b046ae757b358217c8772ade69c1430b7e21ff8fbc174d,10708,8k+,13,29,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,9dd6dce168fd5151a9c1f8a776fbce5e92b85611edbdfb5f,3923,0-4k,17,17,accuracy,1.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,9da5946385cd7495320e056d0f102592e5ef446d3fa98c86,8121,8k+,2,21,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,692ddd9a69d835195877606cb2df22722d3408e3e5bef86d,5814,4k-8k,4,27,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,0b87678ce1ae85acc57a914550242f987932afd1abda2831,3746,0-4k,4,13,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,b32e312b4c8285da48dbaa610531473fa949f7025426ca4d,7505,4k-8k,6,23,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,4f93d9ce4442c0815272ebc7aced8b27c18de44027e06bca,8555,8k+,30,30,accuracy,1.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,862137333531afb33f1574a121a0861517e32c8f4918e6e3,4287,4k-8k,9,13,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,b155aecffb5e1ef74521b93b394a762711865da783069804,8434,8k+,5,24,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,08d035ccf02d40a98c12dcf92b043535d422831faa4bb9fa,10930,8k+,26,27,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,1aa027d84d22ec5c38578709f98d75613d4e51097b7e0230,8257,8k+,15,27,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,11637fb14c76933275bc023e43227f0f549039f2d636cb26,8579,8k+,14,30,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,a765c82c290e80d5315ce09e6f73ccec1977db872d22229f,4196,4k-8k,10,14,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,1795269f5f7efef8da447c1797cfe8082c5fec5fbc13a587,1940,0-4k,2,2,accuracy,1.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,e2f7189604414e3a11f30404b5953204ecc9c0966ef4a5b6,5686,4k-8k,10,19,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,2d36e68689abc056d336b83d9d02286edc397834702cf132,8263,8k+,23,25,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,6b6a341d0aef088398b126242104d33854bfd54f968d93f5,12180,8k+,7,28,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,f136b8a5c0e851a6991647b31ae9f9fd0344ac054d8350a9,2904,0-4k,8,15,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,868be693c00bf9e07fd904315a64cd6faaf678029d05f8b6,4538,4k-8k,7,11,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,0d42be0ec18776870876934959bda7c4a4856061bc7cb427,3328,0-4k,3,17,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,df5d21ba8a0c55a59e500bd46f8c019ec30bc9c23cf9e1e7,5968,4k-8k,13,15,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,3efa1632c6c972106fdbc825cb4f48bb326dea5b7cceacc7,3911,0-4k,9,10,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,f43d1540325d9fbaf6c3bef9fcd553cb7c6c2ad12dc22196,8123,8k+,7,27,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,a3ca75dd7ac61edfdef33139f9df9dee0df371c2f5d1338b,10126,8k+,24,29,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,e67140a69fde941b124423492902371d06823f7d8f4ed50d,9199,8k+,3,27,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,5c754e2df4f3826530dd09a85e0c5bdc1d80b27b57ebf5a5,4690,4k-8k,14,15,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,ceb5722eb84fcc841ea454ae645027a5c080f18662f2dd45,3120,0-4k,7,10,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,c162e545256b7b2c7e15d2210d7e09d679bf4fc869042a2d,9452,8k+,6,29,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,8575285a2b5a20e990699e06d98b87f90cdf4ec1876d9d46,6910,4k-8k,8,20,accuracy,0.0
longbench_phase1,qwen3-4b,passage_count_e,synthetic_count,3fcf9538bb0130b5249aed121f0abb25d47228991bc99347,3188,0-4k,7,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,2a01c257489baade78e35ef9ae48df06709108019a179fb8,6445,4k-8k,7,13,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,95c45216c0f6fd534fa4f5cb96edef2119590564929e9a18,8947,8k+,17,28,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,8b209b21bfc10469d1ed116cd3e10d1b930f23a8d5d11f6a,3127,0-4k,12,14,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,d938d96ee910fb4c2764196973e8f955413654464b6097a6,4855,4k-8k,13,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,a55631b580c6a14bc7d9fc007d5c92c845e6fcc88164040c,7683,4k-8k,19,13,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,ceb066ebbc96e274687159b83728f06a4c4aebe46376d687,4692,4k-8k,8,8,accuracy,1.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,1b08a0e5fcbc5212bca614169c510091f48f0302423c8a2a,7410,4k-8k,19,20,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,399c1693d887bc15ed45f43ac7d8fcac1ec208a003abb0c5,4831,4k-8k,6,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,d2fcd75fd9aaf968081ef5184880a2db0e7abc4d5308b37c,3637,0-4k,9,13,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,60608c75686cb0a1d59dd3b64ccec4655757bfaf1b54ee03,3503,0-4k,6,5,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,d9d9ed4c666deb02016eac700dd099a5d29270e9e439f714,11162,8k+,22,,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,e164bbfae4797c150768eb186a17cdefe153cff2d08c6dc3,4783,4k-8k,10,14,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,a6d2bcb48d66f4986ffc710ed4206ec90b4e2c1f2c9a94cb,9720,8k+,3,5,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,0ec5cac2f838e70ee74e2442bb604526573b3eb9dc482eaf,3480,0-4k,5,6,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,20dae6354cb2c1073ec330effa3aece90a9a457b73be31dd,3459,0-4k,9,14,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,17921c2c7541f9c43afd733648640e56cb7c04fa01cf845d,6934,4k-8k,9,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,9512ca779f519aebfa07a9f90ce689daa359a4bde1151349,4295,4k-8k,7,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,f095709382914a3fb45f07e0cfcc21407125b22239f2b38e,7520,4k-8k,5,,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,ee121c54831da8c1ba2c525d6a9d3b57b1c61e19b9d08ce8,8302,8k+,17,15,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,08c1a056f3f9a89b40b851c180e8658a19f1e14b2edd9e95,3916,0-4k,13,3,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,b9a9ae2a9739c3e390f189627b9ed194d05ae952944a891f,8329,8k+,24,29,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,63b669f647fa37cce7ecb2748f3cf4bed91003927830b488,10081,8k+,12,31,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,5fa7279af0b7c141a24d84d9bcc40979e93333831d8af6c4,8089,8k+,15,32,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,56a5a010746a740e2264b161a05a76315881b85aff2313d0,6491,4k-8k,8,17,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,52b607e833dc69f47744b132fde49642fd4cde8b2d1742c7,8945,8k+,11,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,26fefe9c83377ca66b0df2de8c7ecc994ccd706f889aff2d,4930,4k-8k,5,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,e4b07315b113665eb97e64314d6b8480ee976e6569875d08,6257,4k-8k,12,12,accuracy,1.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,c8232ae864b19888b28efa3ef862c56ad8f1ffec470377b7,7154,4k-8k,11,31,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,103f315b90c835eb1f52e5a361379322b1e0f4fb23b7854f,7392,4k-8k,4,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,8c4dfac0e855df3a264f1edaad5b76e057e7ec9a788aab37,8352,8k+,11,14,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,53a3c26f4719d91da1e33111082c179b27f4ecaf5860e317,8393,8k+,22,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,06252c9a219038a4f56c1a004636e907e962be200baa3bb1,6154,4k-8k,6,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,88debd0831e598a71dfbe6f77e851301be10b574b88d9a73,4713,4k-8k,17,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,ec5670be0aea90e8e1a05d687158371f45f64a07f6177b69,3667,0-4k,10,10,accuracy,1.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,23cca509b2edf677e5722e16d55b20287682bd80ea129f3e,4248,4k-8k,7,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,f9fc0cddc210b1dfb44bfd42b9f94e64fec43cce04e69d64,3293,0-4k,6,7,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,aefb4e68aa0930f4080679e986ec40b0c9b6736310c688eb,8657,8k+,3,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,842cd3791189fe808db2aa3f171ebe9286567f3dc0a16699,8078,8k+,14,17,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,7c6c68496e0a8cc6d1fef9b164d038bd4f19f26f0e75a43c,3031,0-4k,11,6,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,f585832d9c78624dd328e1ad307cb6a6a33f3ef90f350c42,6770,4k-8k,3,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,c728edcdddef5c2dcb6df4bf4531ddddb351f094ff62b5ec,2138,0-4k,3,6,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,d52ef6dd3056e2c645a22c266262eeddbed92b310a741bf1,8745,8k+,10,13,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,d50e378285ffe6f2eb6ea81e130fe710246d93408b867267,1627,0-4k,5,7,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,e0345e7ae80ae6adc1d7b44ea92e9a4463ccaafd88a6eec7,4831,4k-8k,3,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,023784d1d72cb34fc8f776ac2d46c9e280686e6ac39e3c58,2731,0-4k,2,3,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,955448cee6b0af873a810966bce07ef9913f833747b8689f,10280,8k+,26,15,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,90a34e79c780c2df4d2dad95609a596c6098240e94842bf6,7562,4k-8k,8,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,c2e9d59c15884f71e6381e7baa10c81cc5ded2a47593b5f0,6007,4k-8k,4,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,052c1aac57e79fd7527edae9cd17907b8f82cdd93199eebd,9763,8k+,17,30,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,a1e7977a29492b5e0d19bc3bc169fdb536104e36675be0ad,2291,0-4k,9,6,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,80d910c6efd8fef8f501bf61614cdcc5a52f3dee45ecc76d,9759,8k+,7,14,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,adcc795638d85833e743ac9d8b1eb6ee866f03c43a1b5bff,2753,0-4k,5,7,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,b1511093ae8702333e467940c81f289c6b6930b0a53e78df,8402,8k+,17,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,b2aa09d297f3e6655a417d39984949891b9f3fd36809debb,4523,4k-8k,5,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,3e1812cd381a9bf8ed824129c7f5573a38750f193f53259c,1488,0-4k,3,5,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,87276bfa8b5067110b2772486370a95ffccfef575398dda2,6737,4k-8k,18,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,1c1c0e0a10ab3ad3f49b0abe2600d755e9f607dd3d668e5f,5795,4k-8k,13,8,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,6cd9e99b1214827e24c3b0d2fbacadb7f2d0e47c75783162,8606,8k+,2,5,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,d7e8fa65749e6c6aa48c22af653e256dad3b1383c833c855,8995,8k+,13,15,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,fc52a482d54936907360a856f4c37efc79e6d5aac81bb9da,7285,4k-8k,12,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,5699783485e204c5168993c11f0698f1f13936b2418fb3d3,3541,0-4k,7,6,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,88688b1c3d24dbea862ad924f474de6f5893c1c5840ee1d7,7358,4k-8k,20,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,65f2a63e597e3c77ae2ec7a4fb27dfe749c2c85b572957ef,3735,0-4k,2,7,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,f9534665d63e8f039785074cf28456ae23acc875437e70b4,8451,8k+,28,20,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,d44feacbaca3aa4cf1d8efbb430ff97e6745f550bcc7db4b,7217,4k-8k,8,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,935778f03f2632c87b080ee9b2f452ea83fbbfb5c77332a2,1851,0-4k,5,6,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,a573ff8333f03b1002689809210d6f929c5b2a7b46e4ffdb,8762,8k+,4,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,839205ea78e016cbe768f55c93e913b9739da13111cd5203,9999,8k+,10,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,1ba3c7d2289f41ae19e49e96698a80a4bcf5497d520dbc87,6726,4k-8k,14,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,916506bee252ce51947e3007c9b4ac7862407ea4428dc065,3359,0-4k,4,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,a2b046ae757b358217c8772ade69c1430b7e21ff8fbc174d,10708,8k+,13,19,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,9dd6dce168fd5151a9c1f8a776fbce5e92b85611edbdfb5f,3923,0-4k,17,17,accuracy,1.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,9da5946385cd7495320e056d0f102592e5ef446d3fa98c86,8121,8k+,2,10,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,692ddd9a69d835195877606cb2df22722d3408e3e5bef86d,5814,4k-8k,4,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,0b87678ce1ae85acc57a914550242f987932afd1abda2831,3746,0-4k,4,6,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,b32e312b4c8285da48dbaa610531473fa949f7025426ca4d,7505,4k-8k,6,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,4f93d9ce4442c0815272ebc7aced8b27c18de44027e06bca,8555,8k+,30,14,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,862137333531afb33f1574a121a0861517e32c8f4918e6e3,4287,4k-8k,9,13,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,b155aecffb5e1ef74521b93b394a762711865da783069804,8434,8k+,5,12,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,08d035ccf02d40a98c12dcf92b043535d422831faa4bb9fa,10930,8k+,26,27,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,1aa027d84d22ec5c38578709f98d75613d4e51097b7e0230,8257,8k+,15,16,accuracy,0.0
longbench_phase1,qwen3-30b-a3b,passage_count_e,synthetic_count,11637fb14c76933275bc023e43227f0f549039f2d636cb26,8579,8k+,14,15,accuracy,0.0
